"avrid","avpathid","avobsdate","avobstime","avobserverid","avtype","avtriggertyp","avtrigger","avrelativesize","avdestructivesize","avinterface","sz_vert","sz_horiz","sz_avgslope","sz_elev_m","sz_aspect","term_elev_m","av_vert_m","crown_width_m","ch_max_cm","ch_min_cm","ch_diff_cm","term_longpath","term_shortPath","term_detail","term_moist","deb_rail","deb_rail_w","deb_rail_d","deb_hwy","deb_hwy_w","deb_hwy_d","avcomment","edcr_user","edcr_time","edcr_ip","eded_user","eded_time","eded_ip"
"174","SHED10","2013-04-06","11:00:00","stein_01","U","5","N","U","D2","U","U","U","0","0",,"1394","0","0","0","0","0","TK",,,"W","0","0.0","0.0","0","0.0","0.0",,"Ted","2016-03-17 11:50:56","10.173.132.15",NULL,"0000-00-00 00:00:00",NULL
"175","PATH1163","2013-04-03","12:00:00","stein_01","WL","5","N","R2","D1.5","U","M","C","38","2060",,"1455","605","0","0","0","0","TK",,,"W","0","0.0","0.0","0","0.0","0.0",,"Ted","2016-03-17 11:50:56","10.173.132.15",NULL,"0000-00-00 00:00:00",NULL
"176","SHED07W","2013-04-06","11:30:00","stein_01","U","5","N","R2","D1.5","U","T","C","35","2060",,"1697","363","0","0","0","0","TK",,,"W","0","0.0","0.0","0","0.0","0.0","Likely related to cornice fall but upper SZ is obscured. ","Ted","2016-03-17 11:50:56","10.173.132.15",NULL,"0000-00-00 00:00:00",NULL
"177","LARRY","2013-04-06","12:00:00","stein_01","U","5","N","R2","D1.5","U","U","U","0","0",,"1700","0","0","0","0","0","TK",,,"W","0","0.0","0.0","0","0.0","0.0","Starting zone obscured. ","Ted","2016-03-17 11:50:56","10.173.132.15",NULL,"0000-00-00 00:00:00",NULL
"178","TestSlope1","2013-12-10","12:00:00","stein_01","SS","2","AS","R2","D1.5","O","T","C","35","1606",,"1500","106","30","60","20","40",,"BP",,,"0","0.0","0.0","0","0.0","0.0","SS-ASi-R2-D1.5-O","Ted","2016-03-17 11:50:56","10.173.132.4",NULL,"0000-00-00 00:00:00",NULL
"179","TestSlope3","2013-12-10","12:13:00","stein_01","HS","2","AS","R1","D1.5","O","T","C","35","1667","N","1550","117","40","60","20","40","U","BP","U","D","0","0.0","0.0","0","0.0","0.0","HS-ASi-R2-D1.5-O","Ted","2016-03-17 11:50:56","10.173.132.4","Ted","2020-06-29 11:34:31","64.91.61.64"
"180","SHED07W","2013-12-12","09:30:00","stein_01","U","5","NC","R1","D1.5","U","T","L","0","2060","N","1879","181","50","0","0","0","TK","-","U","D","0","0.0","0.0","0","0.0","0.0",,"Ted","2016-03-17 11:50:56","10.173.132.4","Ted","2020-06-29 11:38:01","64.91.61.64"
"181","PATH1163","2014-01-10","14:12:00","stein_01","SS","5","NU","R1","D1.5","I","T","C","0","1576",,"1394","182","20","45","45","45","MR",,,"D","0","0.0","0.0","0","0.0","0.0","Terminated 2/3rds path in main path of Path 1163","Ted","2016-03-17 11:50:56","10.173.132.4",NULL,"0000-00-00 00:00:00",NULL
"182","INFINITY","2014-01-11","09:36:00","stein_01","SS","5","NU","R2","U","I","T","C","0","1758",,"0","0","40","45","20","33","U",,,"U","0","0.0","0.0","0","0.0","0.0","Could not see runout.","Ted","2016-03-17 11:50:56","10.173.132.4",NULL,"0000-00-00 00:00:00",NULL
"183","INFINITY","2014-01-11","16:00:00","stein_01","SS","5","N","R2","D1.5","I","T","C","42","1818",,"1640","178","20","45","20","33","TK",,,"D","0","0.0","0.0","0","0.0","0.0","This avalanche was in the MAIN path of Infinity. 0936 observation was in a lookers LEFT feeder path of Infinity. ","Ted","2016-03-17 11:50:56","10.173.132.4",NULL,"0000-00-00 00:00:00",NULL
"184","PATH1163","2014-02-12","10:39:00","stein_01","U","5","NU","U","D2","U","U","U","0","0",,"1515","0","0","0","0","0","TK",,,"D","0","0.0","0.0","0","0.0","0.0","soft slab crows were observed mid-path but debris was also observed above these crowns.  It appears these crowns (slab releases)were the result of debris from an higher elevation- which was obscured.","Ted","2016-03-17 11:50:56","10.173.132.4",NULL,"0000-00-00 00:00:00",NULL
"185","INFINITY","2014-02-11","11:00:00","stein_01","SS","5","NU","R2","D1.5","I","T","L","40","1818",,"1640","178","20","30","20","25","TK",,,"D","0","0.0","0.0","0","0.0","0.0","Released just below cornice in steep rocks of the Looker's Left feeder path.  A second, smaller slab release was observed just under rock to the looker's left of the main path and approximately 50 meters below the ridge line.","Ted","2016-03-17 11:50:56","10.173.132.4","ed","2019-01-02 00:00:00","server"
"186","INFINITY","2014-02-12","15:20:00","stein_01","SS","5","NU","R3","D2","O","T","C","42","1866",,"1515","351","60","90","20","55","TK",,,"D","0","0.0","0.0","0","0.0","0.0","South Aspect.
","Ted","2016-03-17 11:50:56","10.173.132.4",NULL,"0000-00-00 00:00:00",NULL
"187","LARRY","2014-02-12","15:22:00","stein_01","SS","5","NU","U","D1.5","U","T","C","0","1818",,"1333","485","0","0","0","0","BR",,,"M","0","0.0","0.0","0","0.0","0.0",,"Ted","2016-03-17 11:50:56","10.173.132.4",NULL,"0000-00-00 00:00:00",NULL
"188","SHED08","2014-02-12","15:23:00","stein_01","U","5","NU","R2","D1.5","U",,,"0","0",,"1697","0","0","0","0","0","TK",,,"M","0","0.0","0.0","0","0.0","0.0",,"Ted","2016-03-17 11:50:56","10.173.132.4",NULL,"0000-00-00 00:00:00",NULL
"189","UMBRELLA","2014-02-12","15:25:00","stein_01","SS","5","N","R2","D1","I","M","C","45","1394",,"1333","61","30","30","20","25",,"BP",,"M","0","0.0","0.0","0","0.0","0.0","Relatively small slab avalanche triggered by light rain, moderate west winds, and warming air temperatures.","Ted","2016-03-17 11:50:56","10.173.132.4",NULL,"0000-00-00 00:00:00",NULL
"190","BURNOUT","2014-02-12","15:30:00","stein_01","SS","5","N","R1","D1","I","M","L","40","1515",,"1455","60","30","15","15","15",,"BP",,"M","0","0.0","0.0","0","0.0","0.0","Relatively very small soft slab avalanche likely triggered by warming air temperatures above freezing, moderate west winds, and light rain.","Ted","2016-03-17 11:50:56","10.173.132.4",NULL,"0000-00-00 00:00:00",NULL
"191","PATH1163","2014-02-16","08:00:00","stein_01","SS","5","NC","R2","D1.5","U","T","L","0","2061",,"1515","546","20","45","45","45","TK",,,"D","0","0.0","0.0","0","0.0","0.0","Ran 2/3rds path the rail grade.","Ted","2016-03-17 11:50:56","10.173.132.4",NULL,"0000-00-00 00:00:00",NULL
"192","INFINITY","2014-02-16","08:15:00","stein_01","SS","5","N","R2","D2","U","T","L","0","1818",,"1515","303","30","60","60","60","TR",,,"D","0","0.0","0.0","0","0.0","0.0",,"Ted","2016-03-17 11:50:56","10.173.132.4",NULL,"0000-00-00 00:00:00",NULL
"193","SHED07E","2014-02-16","08:15:00","stein_01","SS","5","N","R3","D2","U","T","C","35","1818",,"1333","485","100","60","60","60","TK",,,"M","0","0.0","0.0","0","0.0","0.0","Terminated at the top edge of the Shed 7 infrastructure.","Ted","2016-03-17 11:50:56","10.173.132.4",NULL,"0000-00-00 00:00:00",NULL
"194","PATH1163","2014-02-26","15:30:00","stein_01","WL","5","N","R2","D1.5","I","M","R","0","1640",,"1455","185","0","0","0","0","TK",,,"W","0","0.0","0.0","0","0.0","0.0",,"Ted","2016-03-17 11:50:56","10.173.132.4",NULL,"0000-00-00 00:00:00",NULL
"195","INFINITY","2014-02-26","15:40:00","stein_01","SS","5","N","R1","D1","I","T","C","42","1818",,"1700","118","20","20","20","20","TK",,,"D","0","0.0","0.0","0","0.0","0.0",,"Ted","2016-03-17 11:50:56","10.173.132.4",NULL,"0000-00-00 00:00:00",NULL
"196","PATH1163","2014-03-01","13:00:00","stein_01","SS","5","N","R2","D2","I","M","L","40","1939",,"1576","363","100","60","30","45","TK",,,"D","0","0.0","0.0","0","0.0","0.0","Wind Slab developed by strong easterly winds 2/28-3/1/14","Ted","2016-03-17 11:50:56","10.173.132.4",NULL,"0000-00-00 00:00:00",NULL
"197","SHED10","2014-03-01","13:10:00","stein_01","SS","5","N","R2","D2","I","M","L","40","1939",,"1576","363","60","30","20","25","TK",,,"D","0","0.0","0.0","0","0.0","0.0",,"Ted","2016-03-17 11:50:56","10.173.132.4",NULL,"0000-00-00 00:00:00",NULL
"198","GRIZZLY","2014-03-01","13:15:00","stein_01","SS","5",,"R2","D2","I","T","L","40","1939",,"1697","242","60","75","75","75","BR",,,"D","0","0.0","0.0","0","0.0","0.0","Terminated in Grizzly Basin","Ted","2016-03-17 11:50:56","10.173.132.4",NULL,"0000-00-00 00:00:00",NULL
"199","SHED10","2014-03-01","13:20:00","stein_01","C","5","N","R3","D2","I","M","C","40","1697",,"1515","182","80","30","30","30",,"BP",,"D","0","0.0","0.0","0","0.0","0.0","Below Shed 10 Left Feeder in lower elevation concave bowl.","Ted","2016-03-17 11:50:56","10.173.132.4",NULL,"0000-00-00 00:00:00",NULL
"200","GOATLICK","2014-03-03","17:00:00","stein_01","SS","5","N","R3","D1.5","I","M","C","40","1273",,"1224","49","150","30","20","25",,"BP",,"M","0","0.0","0.0","0","0.0","0.0","Goat Lick roadside face to the east of the Goat Lick avalanche path.  Avalanche was triggered by warm air temperatures and rain.","Ted","2016-03-17 11:50:56","10.173.132.4",NULL,"0000-00-00 00:00:00",NULL
"201","PATH1163","2014-02-19","11:00:00","stein_01","SS","5","N","R2","D2","I","M","L","40","1818",,"1515","303","60","60","30","45","TK",,,"M","0","0.0","0.0","0","0.0","0.0",,"Ted","2016-03-17 11:50:56","10.173.132.4",NULL,"0000-00-00 00:00:00",NULL
"202","JAVA","2014-02-19","11:30:00","stein_01","SS","5","N","R2","D2.5","I","T","L","35","1879",,"1212","667","120","90","60","75","BR",,,"U","0","0.0","0.0","0","0.0","0.0",,"Ted","2016-03-17 11:50:56","10.173.132.4",NULL,"0000-00-00 00:00:00",NULL
"203","JAVA","2014-02-19","11:30:00","stein_01","SS","5","N","R2","D2","O","T","R","35","1879",,"1212","667","70","70","60","65","U",,,"U","0","0.0","0.0","0","0.0","0.0","2nd Path from Looker's Right.","Ted","2016-03-17 11:50:56","10.173.132.4","ed","2019-01-02 00:00:00","server"
"204","JAVA","2014-02-19","12:00:00","stein_01","SS","5","N","R3","D3","O","T","C","38","1970",,"1212","758","200","90","60","75","BR",,,"U","0","0.0","0.0","0","0.0","0.0","3rd Path from the Looker's Right.","Ted","2016-03-17 11:50:56","10.173.132.4","ed","2019-01-02 00:00:00","server"
"205","SHED07E","2014-02-19","11:15:00","stein_01","SS","5","N","R1","D1.5","I","M","L","35","1697",,"1667","30","30","45","30","38","SZ",,,"M","0","0.0","0.0","0","0.0","0.0",,"Ted","2016-03-17 11:50:56","10.173.132.4",NULL,"0000-00-00 00:00:00",NULL
"206","SHED10","2014-02-19","11:20:00","stein_01","SS","5","N","R2","D2","I","M","L","40","1939",,"1636","303","40","60","60","60","TK",,,"M","0","0.0","0.0","0","0.0","0.0",,"Ted","2016-03-17 11:50:56","10.173.132.4",NULL,"0000-00-00 00:00:00",NULL
"207","SHED11","2014-02-19","11:05:00","stein_01","SS","5","N","R2","D2","I","T","C","38","1939",,"0","0","200","70","60","65","U",,,"U","0","0.0","0.0","0","0.0","0.0",,"Ted","2016-03-17 11:50:56","10.173.132.4",NULL,"0000-00-00 00:00:00",NULL
"208","SHED04D","2014-03-04","17:00:00","stein_01","SS","5","N","R1","D1","I","B","R","45","1394",,"1273","121","20","20","20","20",,"BP",,"M","0","0.0","0.0","0","0.0","0.0",,"Ted","2016-03-17 11:50:56","10.173.132.4",NULL,"0000-00-00 00:00:00",NULL
"209","ELKFENCE","2014-03-05","07:35:00","stein_01","SS","5","N","R2","D1.5","O","M","C","35","1515",,"1455","60","25","30","20","25","U","MP","U","M","0","0.0","0.0","0","0.0","0.0","Consisted of three individual soft slab pockets.  Debris did not reach the rail grade.","Ted","2016-03-17 11:50:56","10.173.132.4","Ted","2020-05-13 11:33:20","64.91.61.64"
"210","PATH1163","2014-03-05","07:40:00","stein_01","U","5","N","R1","D1.5","U","U","U","0","0",,"1455","0","0","0","0","0","TK",,,"M","0","0.0","0.0","0","0.0","0.0","Starting Zone obscure","Ted","2016-03-17 11:50:56","10.173.132.4",NULL,"0000-00-00 00:00:00",NULL
"211","INFINITY","2014-03-05","14:00:00","stein_01","SS","5","N","R1","D1.5","I","M","R","45","1758",,"1576","182","30","20","20","20","TK",,,"M","0","0.0","0.0","0","0.0","0.0",,"Ted","2016-03-17 11:50:56","10.173.132.4",NULL,"0000-00-00 00:00:00",NULL
"212","SHED09L","2014-03-05","14:00:00","stein_01","L","5","N","R2","D1.5","I","M","R","45","1758",,"1636","122","0","0","0","0","TK",,,"M","0","0.0","0.0","0","0.0","0.0",,"Ted","2016-03-17 11:50:56","10.173.132.4",NULL,"0000-00-00 00:00:00",NULL
"213","PATH1163","2014-03-05","14:00:00","stein_01","SS","5","N","R2","D1.5","I","M","R","45","1697",,"1515","182","20","30","30","30","TK",,,"M","0","0.0","0.0","0","0.0","0.0",,"Ted","2016-03-17 11:50:56","10.173.132.4",NULL,"0000-00-00 00:00:00",NULL
"214","CURLY","2014-03-05","16:00:00","clark_01","WL","5","NU","R2","D2","S","U","U","0","0","N","4400","0","0","0","0","0","MR","-","2F","W","0","0.0","0.0","0","0.0","0.0","Debris terminated above Highway elevation.","Ted","2016-03-17 11:50:56","10.173.132.4","Ted","2020-06-29 12:38:31","64.91.61.64"
"215","LARRY","2014-03-05","16:00:00","clark_01","WL","5","N","R2","D2","S","U","U","0","0","N","4400","0","0","0","0","0","TR","-","2F","W","0","0.0","0.0","0","0.0","0.0","Obs by Dundas.  Debris ran full path but did not reach the Highway","Ted","2016-03-17 11:50:56","10.173.132.4","Ted","2020-06-29 12:46:01","64.91.61.64"
"216","SHED04D","2014-03-05","17:00:00","dunda_01","SS","5","NU","R2","D2","I","M","L","0","5000",,"4400","600","60","60","30","45",,"BP",,"M","0","0.0","0.0","0","0.0","0.0",,"Ted","2016-03-17 11:50:56","10.173.132.4",NULL,"0000-00-00 00:00:00",NULL
"217","SHED05","2014-03-05","17:00:00","dunda_01","SS","5","N","R2","D2","I","M","R","0","1700",,"1400","300","100","60","20","40",,"BP","2F","M","0","0.0","0.0","0","0.0","0.0","Debris stopped just short of the shed ","Ted","2016-03-17 11:50:56","10.173.132.4",NULL,"0000-00-00 00:00:00",NULL
"218","SHED08","2014-03-05","17:00:00","dunda_01","C","5","N","R1","D1","S","T","L","0","1800",,"1740","60","33","40","20","30","SZ",,,"M","0","0.0","0.0","0","0.0","0.0",,"Ted","2016-03-17 11:50:56","10.173.132.4",NULL,"0000-00-00 00:00:00",NULL
"219","SHED07W","2014-03-12","15:30:00","dunda_01","SS","5","N","R1","D1","S","T","C","40","2075",,"2045","30","70","40","20","30","SZ",,,"M","0","0.0","0.0","0","0.0","0.0",,"Ted","2016-03-17 11:50:56","10.173.132.4",NULL,"0000-00-00 00:00:00",NULL
"220","INFINITY","2014-03-09","13:46:00","stein_01","WS","5","N","R3","D2","O","T","U","40","1758",,"1333","425","30","90","20","55","MR","-","1F","W","0","0.0","0.0","0","0.0","0.0","SE Aspect (Looker's Left Under Rock) of Main Path.  WS-N-R3-D2-O","Ted","2016-03-17 11:50:56","10.173.132.4","Adam","2019-03-22 14:53:22","139.51.15.17"
"221","SHED07E","2014-03-09","17:06:00","stein_01","WS","5","NC","R2","D2.5","O","M","L","38","1818","N","1318","500","60","90","60","75","BR","-","2F","W","1","0.0","0.0","0","0.0","0.0","Released as a SS at rain line about half way down the east facing cornice on looker's left.  Debris conveyed over the Shed 7 infrastructure as wet debris and terminated at elevation below snowshed.  WS-N-R2-D2.5-O","Ted","2016-03-17 11:50:56","10.173.132.4","Ted","2020-06-29 11:44:57","64.91.61.64"
"222","PATH1163","2014-03-06","08:00:00","stein_01","U","5","N","U","D2","U","U","U","0","0",,"1455","0","0","0","0","0","TK",,,"M","0","0.0","0.0","0","0.0","0.0",,"Ted","2016-03-17 11:50:56","10.173.132.4",NULL,"0000-00-00 00:00:00",NULL
"223","SHED10","2014-03-08","00:10:00","stein_01","SS","5","N","R3","D2","O","T","C","40","1818",,"1394","424","60","60","60","60","TK",,,"M","0","0.0","0.0","0","0.0","0.0","Started in second obvious avalanche path on the looker's right of the Shed 10 drainage. Debris conveyed into the Shed 10 path","Ted","2016-03-17 11:50:56","10.173.132.4","ed","2019-01-02 00:00:00","server"
"224","SHED11","2014-03-08","10:00:00","stein_01","SS","5","N","R2","D2","O","M","R","40","1879",,"1455","424","100","60","30","45","TK",,,"U","0","0.0","0.0","0","0.0","0.0",,"Ted","2016-03-17 11:50:56","10.173.132.4",NULL,"0000-00-00 00:00:00",NULL
"225","SHED107","2014-03-06","14:45:00","stein_01","SS","5","N","R2","D2","I","T","C","40","1879",,"1333","546","60","60","30","45","TK",,,"W","0","0.0","0.0","0","0.0","0.0",,"Ted","2016-03-17 11:50:56","10.173.132.4",NULL,"0000-00-00 00:00:00",NULL
"226","INFINITY","2014-03-06","08:00:00","stein_01","U","5","N","U","D2","U","U","U","0","0",,"1333","0","0","0","0","0","TK",,,"M","0","0.0","0.0","0","0.0","0.0","No crown visible. ","Ted","2016-03-17 11:50:56","10.173.132.4",NULL,"0000-00-00 00:00:00",NULL
"227","GRIZZLY","2014-03-08","10:30:00","stein_01","SS","5",,"R2","D2","I","T","R","40","2060",,"1576","484","70","60","60","60","BR",,,"M","0","0.0","0.0","0","0.0","0.0","Released on a SSW aspect. Second path up the Grizzly drainage on looker's right.","Ted","2016-03-17 11:50:56","10.173.132.4","ed","2019-01-02 00:00:00","server"
"228","MSHLDS","2014-03-13","12:30:00","stein_01","SS","5","N","R2","D2","U","M","C","45","1818",,"0","0","60","45","45","45","U",,,"U","0","0.0","0.0","0","0.0","0.0","Released on Peak 6996 ""False Shields"" SSW aspect- mid-slope.","Ted","2016-03-17 11:50:56","10.173.132.4","ed","2019-01-02 00:00:00","server"
"229","SHED10","2014-03-18","12:00:00","dunda_01","SS","5","N","R1","D1","S","T","C","0","2194",,"2100","94","30","40","10","25","SZ",,,"D","0","0.0","0.0","0","0.0","0.0",,"Ted","2016-03-17 11:50:56","10.173.132.4",NULL,"0000-00-00 00:00:00",NULL
"230","SHED10","2014-03-18","12:00:00","dunda_01","SS","5","N","R1","D1","S","M","L","0","1800",,"1750","50","25","30","10","20","SZ",,,"D","0","0.0","0.0","0","0.0","0.0","Shed 10 feeder","Ted","2016-03-17 11:50:56","10.173.132.4",NULL,"0000-00-00 00:00:00",NULL
"231","SHED07W","2014-03-18","12:00:00","dunda_01","C","5","N","R1","D1","S","M","C","0","1890",,"1850","40","20","40","10","25","SZ",,,"D","0","0.0","0.0","0","0.0","0.0",,"Ted","2016-03-17 11:50:56","10.173.132.4",NULL,"0000-00-00 00:00:00",NULL
"232","IBEAM","2014-03-06","05:30:00","stein_01","SS","5","NU","R2","D3","O","T","R","40","2242","N","1230","1012","160","150","100","125","TK","-","U","W","0","0.0","0.0","1","20.0","20.0","SS-N-R2-D3-O.
Debris terminated at Highway elevation and in debris catchment feature (gully) enhanced on uphill side of Highway. Triggered by significant precipitation intensity, heavy snowfall rates, and air temperatures near freezing.","Ted","2016-03-17 11:50:56","72.160.63.46","Ted","2020-06-29 12:25:56","64.91.61.64"
"233","SHED07W","2014-03-06","00:05:00","stein_01","SS","5","N","R3","D3.5","O","T","R","35","1924","N","1327","597","360","120","120","120","MR","-","U","W","1","30.0","20.0","0","0.0","0.0","SS-N-R3-D3+-O.  Avg. Aspect= 180
Terminus conveyed into the Shed 7 main path and over the Shed 7 infrastructure on the rail grade.  Main 2 was back filled with terminus debris.","Ted","2016-03-17 11:50:56","72.160.63.46","Ted","2020-06-29 12:33:15","64.91.61.64"
"234","GOATLICK","2014-03-06","07:00:00","stein_01","SS","5","N","R3","D4","O","T","C","35","2212","N","1152","1060","800","120","120","120","BR","-","U","W","0","0.0","0.0","1","30.0","20.0","SS-N-R3-D4-O. Aspect= 240.
Ran full path passing under the Highway 2 Goat Lick bridge.  Approximately 20 m of debris remained in the path under the Goat Lick bridge. Debris terminus temporarily blocked the Middle Fork of the Flathead River and was approximately 30 m in height. Caused by significant precipitation intensities, heavy snowfall rates, and air temperatures near freezing.","Ted","2016-03-17 11:50:56","72.160.63.46","Ted","2020-06-29 11:52:37","64.91.61.64"
"235","SHED07W","2014-04-07","13:30:00","stein_01","SS","5","NC","R2","D2.5","I","T","C","38","1939",,"1636","303","121","30","30","30","TK",,,"W","0","0.0","0.0","0","0.0","0.0","Terminus debris was mostly generated by cornice.  Associated avalanche was relatively small.","Ted","2016-03-17 11:50:56","10.173.132.4",NULL,"0000-00-00 00:00:00",NULL
"236","SHED12","2014-04-05","11:20:00","stein_01","WL","5","N","R2","D1","G","T","C","42","1454",,"1212","242","0","0","0","0",,"BP",,"W","0","0.0","0.0","0","0.0","0.0",,"Ted","2016-03-17 11:50:56","10.173.132.4",NULL,"0000-00-00 00:00:00",NULL
"237","LARRY","2014-04-08","12:00:00","stein_01","U","5","N","U","D1.5","U","U","U","0","0",,"1394","0","0","0","0","0","TK",,,"W","0","0.0","0.0","0","0.0","0.0",,"Ted","2016-03-17 11:50:56","10.173.132.4",NULL,"0000-00-00 00:00:00",NULL
"238","MO","2014-04-08","15:15:00","stein_01","U","5","N","U","D1.5","U","U","U","0","0",,"1303","0","0","0","0","0","BR",,,"W","0","0.0","0.0","0","0.0","0.0",,"Ted","2016-03-17 11:50:56","10.173.132.4",NULL,"0000-00-00 00:00:00",NULL
"239","PATH1163","2014-12-25","13:20:00","stein_01","SS","5","NU","R2","D2","I","B","R","0","2000",,"1500","500","100","30","30","30","TK",,,"D","0","0.0","0.0","0","0.0","0.0","SS-N-R2D2-I. Terminated approximately 1700 lineal feet from Railway grade.","Ted","2016-03-17 11:50:56","72.160.33.102",NULL,"0000-00-00 00:00:00",NULL
"240","JAVAGA","2015-01-06","08:30:00","dunda_01","SS","5","N","R4","D1.5","U","T","U","0","1280",,"1219","61","300","12","4","7",,"BP","3F","U","0","0.0","0.0","0","0.0","0.0",,"Ted","2016-03-17 11:50:56","10.173.132.15",NULL,"0000-00-00 00:00:00",NULL
"241","SHED11","2015-01-06","08:40:00","dunda_01","SS","5","N","R3","D2","U","T","U","0","1828",,"1524","304","0","0","0","0","TK",,"1F","U","0","0.0","0.0","0","0.0","0.0",,"Ted","2016-03-17 11:50:56","10.173.132.15",NULL,"0000-00-00 00:00:00",NULL
"242","PATH1163","2015-01-06","08:50:00","dunda_01","SS","5","N","R3","D2","U","B","U","0","1800",,"1525","275","0","0","0","0","TK",,,"U","0","0.0","0.0","0","0.0","0.0","Rain line seemed to be where the avalanche originated.  Could not see a crown.","Ted","2016-03-17 11:50:56","10.173.132.15",NULL,"0000-00-00 00:00:00",NULL
"243","JAVA","2015-01-06","12:00:00","dunda_01","SS","5","N","R3","D2","U","T","U","0","1950",,"1700","250","0","0","0","0","TK",,,"U","0","0.0","0.0","0","0.0","0.0","Could not see a crown.","Ted","2016-03-17 11:50:56","10.173.132.15",NULL,"0000-00-00 00:00:00",NULL
"244","SHED07E","2015-01-06","09:00:00","dunda_01","SS","5","N","R3","D2","U","B","L","0","1725",,"1550","175","0","0","0","0","TK",,,,"0","0.0","0.0","0","0.0","0.0","Could not see a crown.  Debris terminated just above confluence with Shed 7 west.","Ted","2016-03-17 11:50:56","10.173.132.15",NULL,"0000-00-00 00:00:00",NULL
"245","SHED08","2014-12-23","10:30:00","dunda_01","SS","5",,"R4","D2","O","T","L","34","1976",,"1524","452","300","60","30","45","TK",,,"D","0","0.0","0.0","0","0.0","0.0","Poor basal snowpack structure.  Avalanche occurred following warming air temperatures and wind transport of new snow.","Ted","2016-03-17 11:50:56","10.173.132.15",NULL,"0000-00-00 00:00:00",NULL
"246","SHED09L","2015-01-19","12:42:00","stein_01","C","5","NU","R1","D2","I","T",,"40","1692",,"1496","196","30","45","30","38",,"BP",,"M","0","0.0","0.0","0","0.0","0.0",,"Ted","2016-03-17 11:50:56","10.173.132.15",NULL,"0000-00-00 00:00:00",NULL
"247","SHED07W","2015-01-24","10:00:00","stein_01","SS","5","NC","R1","D2","I","T","R","34","1939",,"1742","197","30","30","30","30","TK",,,"D","0","0.0","0.0","0","0.0","0.0",,"Ted","2016-03-17 11:50:56","10.173.132.15",NULL,"0000-00-00 00:00:00",NULL
"248","PATH1163","2015-02-06","08:08:00","stein_01","WS","5","NU","R2","D2","I","T","C","40","2200",,"1591","609","50","30","30","30","TK",,,"W","0","0.0","0.0","0","0.0","0.0",,"Ted","2016-03-17 11:50:56","10.173.132.15",NULL,"0000-00-00 00:00:00",NULL
"249","INFINITY","2015-12-20","12:00:00","stein_01","SS","5","NC","R1","D1","S","T","L","42","1866",,"1836","30","20","25","20","23","SZ",,,"D","0","0.0","0.0","0","0.0","0.0",,"Ted","2016-03-17 11:50:56","10.173.132.17",NULL,"0000-00-00 00:00:00",NULL
"250","SHED07W","2015-12-21","11:00:00","stein_01","SS","5","NC","R1","D2","I","T","L","35","2060",,"1850","210","40","90","20","55","TK",,,"U","0","0.0","0.0","0","0.0","0.0","Likely ran early morning on 12/21/2015","Ted","2016-03-17 11:50:56","10.173.132.17",NULL,"0000-00-00 00:00:00",NULL
"251","SHED08","2015-12-23","11:30:00","stein_01","SS","5","NU","R2","D1.5","I","T","C","37","1909",,"0","0","30","30","30","30","U",,,"D","0","0.0","0.0","0","0.0","0.0","Unknown terminus elevation","Ted","2016-03-17 11:50:56","10.173.132.17",NULL,"0000-00-00 00:00:00",NULL
"252","TestSlope2","2016-01-14","13:30:00","clark_01","SS","2","AS","R2","D1.5","I","T","R","38","1707",,"1667","40","30","130","30","80",,"BP",,"D","0","0.0","0.0","0","0.0","0.0",,"Ted","2016-03-17 11:50:56","10.173.132.17",NULL,"0000-00-00 00:00:00",NULL
"253","SHED07W","2016-04-04","16:25:00","stein_01","U","5","NC","R2","D2","U","T","L","0","1940",,"1757","183","0","0","0","0","TK","TP","U","W","0","0.0","0.0","0","0.0","0.0","Avalanche debris terminated in the upper third of the Shed 7 West path.","Ted","2016-04-04 19:47:56","139.51.15.20",NULL,"0000-00-00 00:00:00",NULL
"254","PATH1163","2016-12-27","12:38:00","stein_01","U","5","NU","U","D1.5","U","U","U","0","0",,"1455","0","0","0","0","0","TK","-","U","D","0","0.0","0.0","0","0.0","0.0","Starting zone obscured by clouds. No crown lines observed. ","Ted","2016-12-27 16:24:39","139.51.15.20",NULL,"0000-00-00 00:00:00",NULL
"255","PATH1163","2017-01-11","16:00:00","stein_01","SS","5","NU","R2","D2","U","T","R","0","2156",,"1557","599","50","90","60","75","TK","-","U","D","0","0.0","0.0","0","0.0","0.0",,"Ted","2017-02-27 13:38:54","139.51.15.22",NULL,"0000-00-00 00:00:00",NULL
"256","PATH1163","2017-01-18","09:12:00","stein_01","U","5","NU","U","D2","U","U","U","0","0",,"1557","0","0","0","0","0","TK","-","U","M","0","0.0","0.0","0","0.0","0.0",,"Ted","2017-02-27 13:41:23","139.51.15.22",NULL,"0000-00-00 00:00:00",NULL
"257","SHED107","2017-02-06","10:00:00","clark_01","SS","5","NU","R2","D3","U","U","U","0","1796","N","1257","539","0","0","0","0","MR","-","U","U","1","20.0","0.2","0","0.0","0.0","Terminated on Shed 10.7 roof","Ted","2017-02-27 13:45:27","139.51.15.22","Ted","2020-06-29 10:16:11","64.91.61.64"
"258","INFINITY","2017-02-06","10:07:00","clark_01","SS","5","NU","U","D2","U","U","U","0","0",,"1437","0","0","0","0","0","TR","-","U","D","0","0.0","0.0","0","0.0","0.0","Terminated 3/4 path to the rail grade.","Ted","2017-02-27 14:11:36","139.51.15.19","Ted","2017-02-27 14:25:00","139.51.15.20"
