,snow_depth,day
120618,,22
120619,,22
120620,,22
120621,,22
120622,,22
120623,,22
120624,,22
120625,,22
120626,,22
120627,,22
120628,,22
120629,,22
120630,,22
120631,,22
120632,,22
120633,,21
120634,,21
120635,,21
120636,,21
120637,,21
120638,,21
120639,,21
120640,,21
120641,,21
120642,,21
120643,,21
120644,,21
120645,,21
120646,,21
120647,,21
120648,,21
120649,,21
120650,,21
120651,,21
120652,,21
120653,,21
120654,,21
120655,,21
120656,,21
120657,,20
120658,,20
120659,,20
120660,,20
120661,,20
120662,,20
120663,,20
120664,,20
120665,,20
120666,,20
120667,,20
120668,,20
120669,,20
120670,,20
120671,,20
120672,,20
120673,,20
120674,,20
120675,,20
120676,,20
120677,,20
120678,,20
120679,,20
120680,,20
120681,,19
120682,,19
120683,,19
120684,,19
120685,,19
120686,,19
120687,,19
120688,,19
120689,,19
120690,,19
120691,,19
120692,,19
120693,,19
120694,,19
120695,,19
120696,,19
120697,,19
120698,,19
120699,,19
120700,,19
120701,,19
120702,,19
120703,,19
120704,,19
120705,,18
120706,,18
120707,,18
120708,,18
120709,,18
120710,,18
120711,,18
120712,,18
120713,,18
120714,,18
120715,,18
120716,,18
120717,,18
120718,,18
120719,,18
120720,,18
120721,,18
120722,,18
120723,,18
120724,,18
120725,,18
120726,,18
120727,,18
120728,,18
120729,,17
120730,,17
120731,,17
120732,,17
120733,,17
120734,,17
120735,,17
120736,,17
120737,,17
120738,,17
120739,,17
120740,,17
120741,,17
120742,,17
120743,,17
120744,,17
120745,,17
120746,,17
120747,,17
120748,,17
120749,,17
120750,,17
120751,,17
120752,,17
120753,,16
120754,,16
120755,,16
120756,,16
120757,,16
120758,,16
120759,,16
120760,,16
120761,,16
120762,,16
120763,,16
120764,,16
120765,,16
120766,,16
120767,,16
120768,,16
120769,,16
120770,,16
120771,,16
120772,,16
120773,,16
120774,,16
120775,,16
120776,,16
120777,,15
120778,,15
120779,,15
120780,,15
120781,,15
120782,,15
120783,,15
120784,,15
120785,,15
120786,,15
120787,,15
120788,,15
120789,,15
120790,,15
120791,,15
120792,,15
120793,,15
120794,,15
120795,,15
120796,,15
120797,,15
120798,,15
120799,,15
120800,,15
120801,,14
120802,,14
120803,,14
120804,,14
120805,,14
120806,,14
120807,,14
120808,,14
120809,,14
120810,,14
120811,,14
120812,,14
120813,,14
120814,,14
120815,,14
120816,,14
120817,,14
120818,,14
120819,,14
120820,,14
120821,,14
120822,,14
120823,,14
120824,,14
120825,,13
120826,,13
120827,,13
120828,,13
120829,,13
120830,,13
120831,,13
120832,,13
120833,,13
120834,,13
120835,,13
120836,,13
120837,,13
120838,,13
120839,,13
120840,,13
120841,,13
120842,,13
120843,,13
120844,,13
120845,,13
120846,,13
120847,,13
120848,,13
120849,,12
120850,,12
120851,,12
120852,,12
120853,,12
120854,,12
120855,,12
120856,,12
120857,,12
120858,,12
120859,,12
120860,,12
120861,,12
120862,,12
120863,,12
120864,,12
120865,,12
120866,,12
120867,,12
120868,,12
120869,,12
120870,,12
120871,,12
120872,,12
120873,,11
120874,,11
120875,,11
120876,,11
120877,,11
120878,,11
120879,,11
120880,,11
120881,,11
120882,,11
120883,,11
120884,,11
120885,,11
120886,,11
120887,,11
120888,,11
120889,,11
120890,,11
120891,,11
120892,,11
120893,,11
120894,,11
120895,,11
120896,,11
120897,,10
120898,,10
120899,,10
120900,,10
120901,,10
120902,,10
120903,,10
120904,,10
120905,,10
120906,,10
120907,,10
120908,,10
120909,,10
120910,,10
120911,,10
120912,,10
120913,,10
120914,,10
120915,,10
120916,,10
120917,,10
120918,,10
120919,,10
120920,,10
120921,,9
120922,,9
120923,,9
120924,,9
120925,,9
120926,,9
120927,,9
120928,,9
120929,,9
120930,,9
120931,,9
120932,,9
120933,,9
120934,,9
120935,,9
120936,,9
120937,,9
120938,,9
120939,,9
120940,,9
120941,,9
120942,,9
120943,,9
120944,,9
120945,,8
120946,,8
120947,,8
120948,,8
120949,,8
120950,,8
120951,,8
120952,,8
120953,,8
120954,,8
120955,,8
120956,,8
120957,,8
120958,,8
120959,,8
120960,,8
120961,,8
120962,,8
120963,,8
120964,,8
120965,,8
120966,,8
120967,,8
120968,,8
120969,,7
120970,,7
120971,,7
120972,,7
120973,,7
120974,,7
120975,,7
120976,,7
120977,,7
120978,,7
120979,,7
120980,,7
120981,,7
120982,,7
120983,,7
120984,,7
120985,,7
120986,,7
120987,,7
120988,,7
120989,,7
120990,,7
120991,,7
120992,,7
120993,,6
120994,,6
120995,,6
120996,,6
120997,,6
120998,,6
120999,,6
121000,,6
121001,,6
121002,,6
121003,,6
121004,,6
121005,,6
121006,,6
121007,,6
121008,,6
121009,,6
121010,,6
121011,,6
121012,,6
121013,,6
121014,,6
121015,,6
121016,,6
121017,,5
121018,,5
121019,,5
121020,,5
121021,,5
121022,,5
121023,,5
121024,,5
121025,,5
121026,,5
121027,,5
121028,,5
121029,,5
121030,,5
121031,,5
121032,,5
121033,,5
121034,,5
121035,,5
121036,,5
121037,,5
121038,,5
121039,,5
121040,,5
121041,,4
121042,,4
121043,,4
121044,,4
121045,,4
121046,,4
121047,,4
121048,,4
121049,,4
121050,,4
121051,,4
121052,,4
121053,,4
121054,,4
121055,,4
121056,,4
121057,,4
121058,,4
121059,,4
121060,,4
121061,,4
121062,,4
121063,,4
121064,,4
121065,,3
121066,,3
121067,,3
121068,,3
121069,,3
121070,,3
121071,,3
121072,,3
121073,,3
121074,,3
121075,,3
121076,,3
121077,,3
121078,,3
121079,,3
121080,,3
121081,,3
121082,,3
121083,,3
121084,,3
121085,,3
121086,,3
121087,,3
121088,,3
121089,,2
121090,,2
121091,,2
121092,,2
121093,,2
121094,,2
121095,,2
121096,,2
121097,,2
121098,,2
121099,,2
121100,,2
121101,,2
121102,,2
121103,,2
121104,,2
121105,,2
121106,,2
121107,,2
121108,,2
121109,,2
121110,,2
121111,,2
121112,,2
121113,,1
121114,,1
121115,,1
121116,,1
121117,,1
121118,,1
121119,,1
121120,,1
121121,,1
121122,,1
121123,,1
121124,,1
121125,,1
121126,,1
121127,,1
121128,,1
121129,,1
121130,,1
121131,,1
121132,,1
121133,,1
121134,,1
121135,,1
121136,,1
126304,,28
126305,,28
126306,,28
126307,,28
126308,,28
126309,,28
126310,,28
126311,,28
126312,,28
126313,,28
126314,,28
126315,,28
126316,,28
126317,,28
126318,,28
126319,,28
126320,,28
126321,,28
126322,,28
126323,,28
126324,,28
126325,,28
126326,,28
126327,,28
126328,,27
126329,,27
126330,,27
126331,,27
126332,,27
126333,,27
126334,,27
126335,,27
126336,,27
126337,,27
126338,,27
126339,,27
126340,,27
126341,,27
126342,,27
126343,,27
126344,,27
126345,,27
126346,,27
126347,,27
126348,,27
126349,,27
126350,,27
126351,,27
126352,,26
126353,,26
126354,,26
126355,,26
126356,,26
126357,,26
126358,,26
126359,,26
126360,,26
126361,,26
126362,,26
126363,,26
126364,,26
126365,,26
126366,,26
126367,,26
126368,,26
126369,,26
126370,,26
126371,,26
126372,,26
126373,,26
126374,,26
126375,,26
126376,,25
126377,,25
126378,,25
126379,,25
126380,,25
126381,,25
126382,,25
126383,,25
126384,,25
126385,,25
126386,,25
126387,,25
126388,,25
126389,,25
126390,,25
126391,,25
126392,,25
126393,,25
126394,,25
126395,,25
126396,,25
126397,,25
126398,,25
126399,,25
126400,,24
126401,,24
126402,,24
126403,,24
126404,,24
126405,,24
126406,,24
126407,,24
126408,,24
126409,,24
126410,,24
126411,,24
126412,,24
126413,,24
126414,,24
126415,,24
126416,,24
126417,,24
126418,,24
126419,,24
126420,,24
126421,,24
126422,,24
126423,,24
126424,,23
126425,,23
126426,,23
126427,,23
126428,,23
126429,,23
126430,,23
126431,,23
126432,,23
126433,,23
126434,,23
126435,,23
126436,,23
126437,,23
126438,,23
126439,,23
126440,,23
126441,,23
126442,,23
126443,,23
126444,,23
126445,,23
126446,,23
126447,,23
126448,,22
126449,,22
126450,,22
126451,,22
126452,,22
126453,,22
126454,,22
126455,,22
126456,,22
126457,,22
126458,,22
126459,,22
126460,,22
126461,,22
126462,,22
126463,,22
126464,,22
126465,,22
126466,,22
126467,,22
126468,,22
126469,,22
126470,,22
126471,,22
126472,,21
126473,,21
126474,,21
126475,,21
126476,,21
126477,,21
126478,,21
126479,,21
126480,,21
126481,,21
126482,,21
126483,,21
126484,,21
126485,,21
126486,,21
126487,,21
126488,,21
126489,,21
126490,,21
126491,,21
126492,,21
126493,,21
126494,,21
126495,,21
126496,,20
126497,,20
126498,,20
126499,,20
126500,,20
126501,,20
126502,,20
126503,,20
126504,,20
126505,,20
126506,,20
126507,,20
126508,,20
126509,,20
126510,,20
126511,,20
126512,,20
126513,,20
126514,,20
126515,,20
126516,,20
126517,,20
126518,,20
126519,,20
126520,,19
126521,,19
126522,,19
126523,,19
126524,,19
126525,,19
126526,,19
126527,,19
126528,,19
126529,,19
126530,,19
126531,,19
126532,,19
126533,,19
126534,,19
126535,,19
126536,,19
126537,,19
126538,,19
126539,,19
126540,,19
126541,,19
126542,,19
126543,,19
126544,,18
126545,,18
126546,,18
126547,,18
126548,,18
126549,,18
126550,,18
126551,,18
126552,,18
126553,,18
126554,,18
126555,,18
126556,,18
126557,,18
126558,,18
126559,,18
126560,,18
126561,,18
126562,,18
126563,,18
126564,,18
126565,,18
126566,,18
126567,,18
126568,,17
126569,,17
126570,,17
126571,,17
126572,,17
126573,,17
126574,,17
126575,,17
126576,,17
126577,,17
126578,,17
126579,,17
126580,,17
126581,,17
126582,,17
126583,,17
126584,,17
126585,,17
126586,,17
126587,,17
126588,,17
126589,,17
126590,,17
126591,,17
126592,,16
126593,,16
126594,,16
126595,,16
126596,,16
126597,,16
126598,,16
126599,,16
126600,,16
126601,,16
126602,,16
126603,,16
126604,,16
126605,,16
126606,,16
126607,,16
126608,,16
126609,,16
126610,,16
126611,,16
126612,,16
126613,,16
126614,,16
126615,,16
126616,,15
126617,,15
126618,,15
126619,,15
126620,,15
126621,,15
126622,,15
126623,,15
126624,,15
126625,,15
126626,,15
126627,,15
126628,,15
126629,,15
126630,,15
126631,,15
126632,,15
126633,,15
126634,,15
126635,,15
126636,,15
126637,,15
126638,,15
126639,,15
126640,,14
126641,,14
126642,,14
126643,,14
126644,,14
126645,,14
126646,,14
126647,,14
126648,,14
126649,,14
126650,,14
126651,,14
126652,,14
126653,,14
126654,,14
126655,,14
126656,,14
126657,,14
126658,,14
126659,,14
126660,,14
126661,,14
126662,,14
126663,,14
126664,,13
126665,,13
126666,,13
126667,,13
126668,,13
126669,,13
126670,,13
126671,,13
126672,,13
126673,,13
126674,,13
126675,,13
126676,,13
126677,,13
126678,,13
126679,,13
126680,,13
126681,,13
126682,,13
126683,,13
126684,,13
126685,,13
126686,,13
126687,,13
126688,,12
126689,,12
126690,,12
126691,,12
126692,,12
126693,,12
126694,,12
126695,,12
126696,,12
126697,,12
126698,,12
126699,,12
126700,,12
126701,,12
126702,,12
126703,,12
126704,,12
126705,,12
126706,,12
126707,,12
126708,,12
126709,,12
126710,,12
126711,,12
126712,,11
126713,,11
126714,,11
126715,,11
126716,,11
126717,,11
126718,,11
126719,,11
126720,,11
126721,,11
126722,,11
126723,,11
126724,,11
126725,,11
126726,,11
126727,,11
126728,,11
126729,,11
126730,,11
126731,,11
126732,,11
126733,,11
126734,,11
126735,,11
126736,,10
126737,,10
126738,,10
126739,,10
126740,,10
126741,,10
126742,,10
126743,,10
126744,,10
126745,,10
126746,,10
126747,,10
126748,,10
126749,,10
126750,,10
126751,,10
126752,,10
126753,,10
126754,,10
126755,,10
126756,,10
126757,,10
126758,,10
126759,,10
126760,,9
126761,,9
126762,,9
126763,,9
126764,,9
126765,,9
126766,,9
126767,,9
126768,,9
126769,,9
126770,,9
126771,,9
126772,,9
126773,,9
126774,,9
126775,,9
126776,,9
126777,,9
126778,,9
126779,,9
126780,,9
126781,,9
126782,,9
126783,,9
126784,,8
126785,,8
126786,,8
126787,,8
126788,,8
126789,,8
126790,,8
126791,,8
126792,,8
126793,,8
126794,,8
126795,,8
126796,,8
126797,,8
126798,,8
126799,,8
126800,,8
126801,,8
126802,,8
126803,,8
126804,,8
126805,,8
126806,,8
126807,,8
126808,,7
126809,,7
126810,,7
126811,,7
126812,,7
126813,,7
126814,,7
126815,,7
126816,,7
126817,,7
126818,,7
126819,,7
126820,,7
126821,,7
126822,,7
126823,,7
126824,,7
126825,,7
126826,,7
126827,,7
126828,,7
126829,,7
126830,,7
126831,,7
126832,,6
126833,,6
126834,,6
126835,,6
126836,,6
126837,,6
126838,,6
126839,,6
126840,,6
126841,,6
126842,,6
126843,,6
126844,,6
126845,,6
126846,,6
126847,,6
126848,,6
126849,,6
126850,,6
126851,,6
126852,,6
126853,,6
126854,,6
126855,,6
126856,,5
126857,,5
126858,,5
126859,,5
126860,,5
126861,,5
126862,,5
126863,,5
126864,,5
126865,,5
126866,,5
126867,,5
126868,,5
126869,,5
126870,,5
126871,,5
126872,,5
126873,,5
126874,,5
126875,,5
126876,,5
126877,,5
126878,,5
126879,,5
126880,,4
126881,,4
126882,,4
126883,,4
126884,,4
126885,,4
126886,,4
126887,,4
126888,,4
126889,,4
126890,,4
126891,,4
126892,,4
126893,,4
126894,,4
126895,,4
126896,,4
126897,,4
126898,,4
126899,,4
126900,,4
126901,,4
126902,,4
126903,,4
126904,,3
126905,,3
126906,,3
126907,,3
126908,,3
126909,,3
126910,,3
126911,,3
126912,,3
126913,,3
126914,,3
126915,,3
126916,,3
126917,,3
126918,,3
126919,,3
126920,,3
126921,,3
126922,,3
126923,,3
126924,,3
126925,,3
126926,,3
126927,,3
126928,,2
126929,,2
126930,,2
126931,,2
126932,,2
126933,,2
126934,,2
126935,,2
126936,,2
126937,,2
126938,,2
126939,,2
126940,,2
126941,,2
126942,,2
126943,,2
126944,,2
126945,,2
126946,,2
126947,,2
126948,,2
126949,,2
126950,,2
126951,,2
126952,,1
126953,,1
126954,,1
126955,,1
126956,,1
126957,,1
126958,,1
126959,,1
126960,,1
126961,,1
126962,,1
126963,,1
126964,,1
126965,,1
126966,,1
126967,,1
126968,,1
126969,,1
126970,,1
126971,,1
126972,,1
126973,,1
126974,,1
126975,,1
134597,87.0,29
134598,87.3,29
134599,87.9,29
134600,87.9,29
134601,88.6,29
134602,88.8,29
134603,89.0,29
134604,89.0,29
134605,88.5,29
134606,88.0,29
134607,88.2,29
134608,87.8,29
134609,88.3,29
134610,88.3,29
134611,88.2,29
134612,88.7,29
134613,88.8,29
134614,88.8,29
134615,88.4,29
134616,86.9,29
134617,87.2,29
134618,87.3,29
134619,87.3,29
134620,87.3,29
134621,87.4,28
134622,87.4,28
134623,87.5,28
134624,87.6,28
134625,87.7,28
134626,87.7,28
134627,87.8,28
134628,87.8,28
134629,87.8,28
134630,88.0,28
134631,88.1,28
134632,88.3,28
134633,88.6,28
134634,88.7,28
134635,88.8,28
134636,88.9,28
134637,88.9,28
134638,89.0,28
134639,89.1,28
134640,89.1,28
134641,89.0,28
134642,89.1,28
134643,89.1,28
134644,89.2,28
134645,89.4,27
134646,89.5,27
134647,89.5,27
134648,89.5,27
134649,89.4,27
134650,89.7,27
134651,90.0,27
134652,90.1,27
134653,90.1,27
134654,90.2,27
134655,90.3,27
134656,90.4,27
134657,90.4,27
134658,90.5,27
134659,90.6,27
134660,90.7,27
134661,90.9,27
134662,91.0,27
134663,91.3,27
134664,91.5,27
134665,91.6,27
134666,91.7,27
134667,91.8,27
134668,91.9,27
134669,92.1,26
134670,92.2,26
134671,92.3,26
134672,92.2,26
134673,92.0,26
134674,91.9,26
134675,92.0,26
134676,92.0,26
134677,92.0,26
134678,92.1,26
134679,92.3,26
134680,92.4,26
134681,92.5,26
134682,92.6,26
134683,92.8,26
134684,92.9,26
134685,93.0,26
134686,93.0,26
134687,93.1,26
134688,93.1,26
134689,93.1,26
134690,93.2,26
134691,93.4,26
134692,93.5,26
134693,93.6,25
134694,93.7,25
134695,93.8,25
134696,93.8,25
134697,93.5,25
134698,93.2,25
134699,93.3,25
134700,94.0,25
134701,94.2,25
134702,94.5,25
134703,94.4,25
134704,94.5,25
134705,94.8,25
134706,94.1,25
134707,93.9,25
134708,93.9,25
134709,94.1,25
134710,94.9,25
134711,94.4,25
134712,95.1,25
134713,95.4,25
134714,95.3,25
134715,93.3,25
134716,91.9,25
134717,91.8,24
134718,92.2,24
134719,92.2,24
134720,92.5,24
134721,92.5,24
134722,89.9,24
134723,88.0,24
134724,87.6,24
134725,87.2,24
134726,86.9,24
134727,86.7,24
134728,86.1,24
134729,86.5,24
134730,86.9,24
134731,86.6,24
134732,86.7,24
134733,86.1,24
134734,86.0,24
134735,85.6,24
134736,85.7,24
134737,85.9,24
134738,86.0,24
134739,85.3,24
134740,85.2,24
134741,85.1,23
134742,85.0,23
134743,84.1,23
134744,83.8,23
134745,83.6,23
134746,82.6,23
134747,82.4,23
134748,82.4,23
134749,82.8,23
134750,82.9,23
134751,82.9,23
134752,83.0,23
134753,83.1,23
134754,83.1,23
134755,82.5,23
134756,82.5,23
134757,82.7,23
134758,82.5,23
134759,82.7,23
134760,82.8,23
134761,82.8,23
134762,82.8,23
134763,82.8,23
134764,82.9,23
134765,82.9,22
134766,83.0,22
134767,83.0,22
134768,83.1,22
134769,83.1,22
134770,83.2,22
134771,83.2,22
134772,83.2,22
134773,83.3,22
134774,83.4,22
134775,83.4,22
134776,83.5,22
134777,83.5,22
134778,83.6,22
134779,83.7,22
134780,83.8,22
134781,83.8,22
134782,83.8,22
134783,83.9,22
134784,83.9,22
134785,84.0,22
134786,84.0,22
134787,84.1,22
134788,84.1,22
134789,84.1,21
134790,84.2,21
134791,84.3,21
134792,84.3,21
134793,84.3,21
134794,84.4,21
134795,84.4,21
134796,84.4,21
134797,84.5,21
134798,84.5,21
134799,84.6,21
134800,84.6,21
134801,84.7,21
134802,84.8,21
134803,85.0,21
134804,85.2,21
134805,85.2,21
134806,85.3,21
134807,85.3,21
134808,85.4,21
134809,85.4,21
134810,85.5,21
134811,85.6,21
134812,85.6,21
134813,85.7,20
134814,85.8,20
134815,85.9,20
134816,85.9,20
134817,86.0,20
134818,86.1,20
134819,86.2,20
134820,86.3,20
134821,86.4,20
134822,86.5,20
134823,86.6,20
134824,86.5,20
134825,86.4,20
134826,86.5,20
134827,86.6,20
134828,86.7,20
134829,86.6,20
134830,86.7,20
134831,86.8,20
134832,87.1,20
134833,87.3,20
134834,87.4,20
134835,87.6,20
134836,87.7,20
134837,87.8,19
134838,87.8,19
134839,87.9,19
134840,88.0,19
134841,88.0,19
134842,88.1,19
134843,88.1,19
134844,88.2,19
134845,88.3,19
134846,88.4,19
134847,88.5,19
134848,88.6,19
134849,88.7,19
134850,88.8,19
134851,88.9,19
134852,89.0,19
134853,89.2,19
134854,89.4,19
134855,89.6,19
134856,89.8,19
134857,89.9,19
134858,90.1,19
134859,90.3,19
134860,90.4,19
134861,90.5,18
134862,90.6,18
134863,90.8,18
134864,90.9,18
134865,90.9,18
134866,91.0,18
134867,91.1,18
134868,91.3,18
134869,91.4,18
134870,91.1,18
134871,91.1,18
134872,91.1,18
134873,91.5,18
134874,92.3,18
134875,92.3,18
134876,92.2,18
134877,91.9,18
134878,92.1,18
134879,91.9,18
134880,90.9,18
134881,90.5,18
134882,91.0,18
134883,90.4,18
134884,90.4,18
134885,90.1,17
134886,90.1,17
134887,90.5,17
134888,90.0,17
134889,89.8,17
134890,89.8,17
134891,89.3,17
134892,88.9,17
134893,89.0,17
134894,89.1,17
134895,89.8,17
134896,94.9,17
134897,93.2,17
134898,92.6,17
134899,93.1,17
134900,93.9,17
134901,94.1,17
134902,94.2,17
134903,94.2,17
134904,94.5,17
134905,94.2,17
134906,94.2,17
134907,94.4,17
134908,94.1,17
134909,93.9,16
134910,94.3,16
134911,94.0,16
134912,93.4,16
134913,93.2,16
134914,93.1,16
134915,92.7,16
134916,91.6,16
134917,91.7,16
134918,91.2,16
134919,91.0,16
134920,91.3,16
134921,91.5,16
134922,91.1,16
134923,90.9,16
134924,91.7,16
134925,91.0,16
134926,90.0,16
134927,90.2,16
134928,89.7,16
134929,89.4,16
134930,89.5,16
134931,89.2,16
134932,88.4,16
134933,88.1,15
134934,88.2,15
134935,88.4,15
134936,88.3,15
134937,88.5,15
134938,88.6,15
134939,88.1,15
134940,88.6,15
134941,88.2,15
134942,88.3,15
134943,88.7,15
134944,90.1,15
134945,88.2,15
134946,88.4,15
134947,88.7,15
134948,88.5,15
134949,88.6,15
134950,88.5,15
134951,88.3,15
134952,88.3,15
134953,88.9,15
134954,88.9,15
134955,88.2,15
134956,87.3,15
134957,87.7,14
134958,88.1,14
134959,88.2,14
134960,88.2,14
134961,88.1,14
134962,88.3,14
134963,88.1,14
134964,88.1,14
134965,87.8,14
134966,87.6,14
134967,88.2,14
134968,88.2,14
134969,88.0,14
134970,87.8,14
134971,87.6,14
134972,87.3,14
134973,86.4,14
134974,85.7,14
134975,85.7,14
134976,85.2,14
134977,84.6,14
134978,84.2,14
134979,84.1,14
134980,83.8,14
134981,84.3,13
134982,84.8,13
134983,85.1,13
134984,85.3,13
134985,85.4,13
134986,85.5,13
134987,85.6,13
134988,85.7,13
134989,85.4,13
134990,91.4,13
134991,85.4,13
134992,85.8,13
134993,86.2,13
134994,86.3,13
134995,86.4,13
134996,86.5,13
134997,86.6,13
134998,86.6,13
134999,86.6,13
135000,86.6,13
135001,86.5,13
135002,86.4,13
135003,86.4,13
135004,86.4,13
135005,86.4,12
135006,86.4,12
135007,86.6,12
135008,86.6,12
135009,86.8,12
135010,87.0,12
135011,86.9,12
135012,87.1,12
135013,87.1,12
135014,87.1,12
135015,86.5,12
135016,86.5,12
135017,87.0,12
135018,86.2,12
135019,86.7,12
135020,87.6,12
135021,87.9,12
135022,88.1,12
135023,88.3,12
135024,88.4,12
135025,88.5,12
135026,105.6,12
135027,90.2,12
135028,87.0,12
135029,85.6,11
135030,85.5,11
135031,85.7,11
135032,85.4,11
135033,85.5,11
135034,86.2,11
135035,86.3,11
135036,86.2,11
135037,85.9,11
135038,87.7,11
135039,85.3,11
135040,85.3,11
135041,85.4,11
135042,85.1,11
135043,85.2,11
135044,85.3,11
135045,85.3,11
135046,85.5,11
135047,85.6,11
135048,85.7,11
135049,85.6,11
135050,85.6,11
135051,84.8,11
135052,85.4,11
135053,85.4,10
135054,85.4,10
135055,85.5,10
135056,85.2,10
135057,84.4,10
135058,84.2,10
135059,85.3,10
135060,85.9,10
135061,85.7,10
135062,85.5,10
135063,85.6,10
135064,85.9,10
135065,86.3,10
135066,86.0,10
135067,86.2,10
135068,86.7,10
135069,86.9,10
135070,87.0,10
135071,87.1,10
135072,86.8,10
135073,86.9,10
135074,86.4,10
135075,85.9,10
135076,84.9,10
135077,84.5,9
135078,84.1,9
135079,83.9,9
135080,84.3,9
135081,83.1,9
135082,84.0,9
135083,83.8,9
135084,83.4,9
135085,83.1,9
135086,83.1,9
135087,83.2,9
135088,83.1,9
135089,83.3,9
135090,83.5,9
135091,83.5,9
135092,83.7,9
135093,83.8,9
135094,83.8,9
135095,83.9,9
135096,84.0,9
135097,84.0,9
135098,84.1,9
135099,84.1,9
135100,84.2,9
135101,84.3,8
135102,84.3,8
135103,84.4,8
135104,84.4,8
135105,84.6,8
135106,84.8,8
135107,84.9,8
135108,85.0,8
135109,85.1,8
135110,85.2,8
135111,84.7,8
135112,82.9,8
135113,81.9,8
135114,81.7,8
135115,81.7,8
135116,81.3,8
135117,81.0,8
135118,81.2,8
135119,80.2,8
135120,79.9,8
135121,80.0,8
135122,79.7,8
135123,80.1,8
135124,80.1,8
135125,80.3,7
135126,80.3,7
135127,80.3,7
135128,79.8,7
135129,78.8,7
135130,78.5,7
135131,78.6,7
135132,79.0,7
135133,79.2,7
135134,78.9,7
135135,80.5,7
135136,78.4,7
135137,78.9,7
135138,78.8,7
135139,79.3,7
135140,78.9,7
135141,79.6,7
135142,80.3,7
135143,87.0,7
135144,79.1,7
135145,79.0,7
135146,78.9,7
135147,78.8,7
135148,78.7,7
135149,78.5,6
135150,78.4,6
135151,78.7,6
135152,78.3,6
135153,78.1,6
135154,78.4,6
135155,78.5,6
135156,78.4,6
135157,78.5,6
135158,78.5,6
135159,78.5,6
135160,78.5,6
135161,78.4,6
135162,78.5,6
135163,79.3,6
135164,79.5,6
135165,79.7,6
135166,79.6,6
135167,79.7,6
135168,79.5,6
135169,79.3,6
135170,79.7,6
135171,79.9,6
135172,79.5,6
135173,79.6,5
135174,79.5,5
135175,79.3,5
135176,79.7,5
135177,79.5,5
135178,79.4,5
135179,79.1,5
135180,78.8,5
135181,80.9,5
135182,78.9,5
135183,79.1,5
135184,78.9,5
135185,79.2,5
135186,79.2,5
135187,78.8,5
135188,79.2,5
135189,78.2,5
135190,78.0,5
135191,78.6,5
135192,77.8,5
135193,77.8,5
135194,77.2,5
135195,77.2,5
135196,76.9,5
135197,77.2,4
135198,77.1,4
135199,77.0,4
135200,77.2,4
135201,77.2,4
135202,76.7,4
135203,76.6,4
135204,76.9,4
135205,76.8,4
135206,76.6,4
135207,76.2,4
135208,76.8,4
135209,76.9,4
135210,77.1,4
135211,77.3,4
135212,77.3,4
135213,77.4,4
135214,77.2,4
135215,77.3,4
135216,77.0,4
135217,76.9,4
135218,76.7,4
135219,76.0,4
135220,75.7,4
135221,75.8,3
135222,76.3,3
135223,76.2,3
135224,76.2,3
135225,76.3,3
135226,76.4,3
135227,76.4,3
135228,76.4,3
135229,76.4,3
135230,76.3,3
135231,76.5,3
135232,76.5,3
135233,76.5,3
135234,76.7,3
135235,76.8,3
135236,76.8,3
135237,76.9,3
135238,76.9,3
135239,77.0,3
135240,77.0,3
135241,77.0,3
135242,77.1,3
135243,77.1,3
135244,77.2,3
135245,77.2,2
135246,77.3,2
135247,77.3,2
135248,77.4,2
135249,77.4,2
135250,77.5,2
135251,77.5,2
135252,77.5,2
135253,77.5,2
135254,77.4,2
135255,77.6,2
135256,77.7,2
135257,77.7,2
135258,77.9,2
135259,78.0,2
135260,78.0,2
135261,78.2,2
135262,78.3,2
135263,77.1,2
135264,77.1,2
135265,76.4,2
135266,76.8,2
135267,76.2,2
135268,76.0,2
135269,76.0,1
135270,75.9,1
135271,75.6,1
135272,75.3,1
135273,74.7,1
135274,74.3,1
135275,73.3,1
135276,73.0,1
135277,72.9,1
135278,73.0,1
135279,73.0,1
135280,72.8,1
135281,72.6,1
135282,72.5,1
135283,72.2,1
135284,70.8,1
135285,70.5,1
135286,70.3,1
135287,70.5,1
135288,70.7,1
135289,70.8,1
135290,70.9,1
135291,71.1,1
135292,71.2,1
141807,91.7,28
141808,91.9,28
141809,92.0,28
141810,92.2,28
141811,92.2,28
141812,92.2,28
141813,92.3,28
141814,92.3,28
141815,92.2,28
141816,92.1,28
141817,92.2,28
141818,92.2,27
141819,92.3,27
141820,96.0,27
141821,91.3,27
141822,91.5,27
141823,91.6,27
141824,91.4,27
141825,91.8,27
141826,91.9,27
141827,91.2,26
141828,90.4,26
141829,90.8,26
141830,90.7,26
141831,90.1,26
141832,90.3,26
141833,91.5,26
141834,90.3,26
141835,86.2,25
141836,86.5,25
141837,86.3,25
141838,86.2,25
141839,86.3,25
141840,85.6,25
141841,84.5,25
141842,84.4,25
141843,84.6,25
141844,89.0,25
141845,86.0,24
141846,86.1,24
141847,86.1,24
141848,86.2,24
141849,86.2,24
141850,86.3,24
141851,86.5,24
141852,86.6,24
141853,86.7,24
141854,86.8,24
141855,86.9,24
141856,86.9,24
141857,86.8,24
141858,87.2,24
141859,87.8,24
141860,87.9,24
141861,88.0,24
141862,88.2,24
141863,88.3,24
141864,88.5,24
141865,88.7,24
141866,88.8,24
141867,85.2,24
141868,89.2,23
141869,89.4,23
141870,89.5,23
